timestamp, clocks.current.graphics [MHz], clocks.current.memory [MHz], pstate, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], fan.speed [%]
2024/12/17 21:01:26.590, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13561 MiB, 253.41 W, 46 %
2024/12/17 21:01:27.096, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13561 MiB, 255.68 W, 46 %
2024/12/17 21:01:27.603, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 13559 MiB, 254.62 W, 46 %
2024/12/17 21:01:28.107, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13557 MiB, 254.55 W, 46 %
2024/12/17 21:01:28.616, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13556 MiB, 253.21 W, 46 %
2024/12/17 21:01:29.123, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13557 MiB, 252.63 W, 46 %
2024/12/17 21:01:29.628, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13557 MiB, 252.66 W, 46 %
2024/12/17 21:01:30.135, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13558 MiB, 253.43 W, 46 %
2024/12/17 21:01:30.642, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13558 MiB, 253.93 W, 46 %
2024/12/17 21:01:31.150, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13558 MiB, 254.91 W, 46 %
2024/12/17 21:01:31.655, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13556 MiB, 255.05 W, 46 %
2024/12/17 21:01:32.160, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13557 MiB, 255.34 W, 46 %
2024/12/17 21:01:32.668, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13556 MiB, 253.37 W, 46 %
2024/12/17 21:01:33.173, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 13556 MiB, 252.72 W, 46 %
2024/12/17 21:01:33.683, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13550 MiB, 253.90 W, 46 %
2024/12/17 21:01:34.192, 2760 MHz, 10251 MHz, P2, 99 %, 39 %, 13548 MiB, 256.20 W, 46 %
2024/12/17 21:01:34.695, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13548 MiB, 254.30 W, 46 %
2024/12/17 21:01:35.202, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13552 MiB, 252.08 W, 46 %
2024/12/17 21:01:35.705, 2760 MHz, 10251 MHz, P2, 98 %, 40 %, 13574 MiB, 250.56 W, 46 %
2024/12/17 21:01:36.211, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13575 MiB, 250.61 W, 46 %
2024/12/17 21:01:36.715, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 13574 MiB, 251.74 W, 46 %
2024/12/17 21:01:37.221, 2760 MHz, 10251 MHz, P2, 92 %, 38 %, 13575 MiB, 251.38 W, 46 %
2024/12/17 21:01:37.725, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 13577 MiB, 252.52 W, 46 %
2024/12/17 21:01:38.234, 2760 MHz, 10251 MHz, P2, 98 %, 37 %, 13575 MiB, 253.63 W, 46 %
2024/12/17 21:01:38.742, 2760 MHz, 10251 MHz, P2, 94 %, 39 %, 13594 MiB, 252.48 W, 46 %
2024/12/17 21:01:39.246, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 13593 MiB, 253.33 W, 46 %
2024/12/17 21:01:39.749, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13592 MiB, 253.74 W, 46 %
2024/12/17 21:01:40.251, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13592 MiB, 251.88 W, 46 %
2024/12/17 21:01:40.754, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13584 MiB, 250.99 W, 46 %
2024/12/17 21:01:41.256, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13584 MiB, 253.34 W, 46 %
2024/12/17 21:01:41.759, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13574 MiB, 254.33 W, 46 %
2024/12/17 21:01:42.261, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13572 MiB, 251.85 W, 46 %
2024/12/17 21:01:42.768, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13573 MiB, 251.32 W, 46 %
2024/12/17 21:01:43.271, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13578 MiB, 251.15 W, 46 %
2024/12/17 21:01:43.774, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13576 MiB, 251.13 W, 46 %
2024/12/17 21:01:44.276, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13577 MiB, 251.36 W, 46 %
2024/12/17 21:01:44.779, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 13578 MiB, 251.05 W, 46 %
2024/12/17 21:01:45.284, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13576 MiB, 251.20 W, 46 %
2024/12/17 21:01:45.786, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13576 MiB, 249.77 W, 46 %
2024/12/17 21:01:46.289, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13571 MiB, 250.74 W, 46 %
2024/12/17 21:01:46.794, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13570 MiB, 250.85 W, 46 %
2024/12/17 21:01:47.300, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13570 MiB, 251.34 W, 46 %
2024/12/17 21:01:47.803, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13573 MiB, 250.68 W, 46 %
2024/12/17 21:01:48.306, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13573 MiB, 251.72 W, 46 %
2024/12/17 21:01:48.808, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13579 MiB, 251.91 W, 46 %
2024/12/17 21:01:49.311, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13579 MiB, 253.22 W, 46 %
2024/12/17 21:01:49.817, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13579 MiB, 253.50 W, 46 %
2024/12/17 21:01:50.320, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13579 MiB, 254.85 W, 46 %
2024/12/17 21:01:50.823, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13581 MiB, 254.81 W, 46 %
2024/12/17 21:01:51.326, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 13581 MiB, 252.41 W, 46 %
2024/12/17 21:01:51.829, 2760 MHz, 10251 MHz, P2, 94 %, 38 %, 13581 MiB, 251.69 W, 46 %
2024/12/17 21:01:52.334, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13575 MiB, 250.67 W, 46 %
2024/12/17 21:01:52.837, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 13594 MiB, 252.88 W, 46 %
2024/12/17 21:01:53.342, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 13594 MiB, 251.82 W, 46 %
2024/12/17 21:01:53.845, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13594 MiB, 251.48 W, 46 %
2024/12/17 21:01:54.349, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 13593 MiB, 252.85 W, 47 %
2024/12/17 21:01:54.851, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13594 MiB, 254.61 W, 47 %
2024/12/17 21:01:55.353, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13588 MiB, 254.65 W, 47 %
2024/12/17 21:01:55.855, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 13589 MiB, 255.52 W, 47 %
2024/12/17 21:01:56.358, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13593 MiB, 252.90 W, 47 %
2024/12/17 21:01:56.865, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 13575 MiB, 250.51 W, 47 %
2024/12/17 21:01:57.368, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13571 MiB, 251.70 W, 47 %
2024/12/17 21:01:57.871, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 13571 MiB, 250.70 W, 47 %
2024/12/17 21:01:58.374, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 13571 MiB, 251.74 W, 47 %
2024/12/17 21:01:58.878, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13572 MiB, 252.49 W, 47 %
2024/12/17 21:01:59.385, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 13572 MiB, 252.04 W, 47 %
2024/12/17 21:01:59.890, 2760 MHz, 10251 MHz, P2, 94 %, 35 %, 13572 MiB, 253.11 W, 47 %
2024/12/17 21:02:00.393, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13572 MiB, 252.60 W, 47 %
2024/12/17 21:02:00.898, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13571 MiB, 253.12 W, 47 %
2024/12/17 21:02:01.402, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13572 MiB, 252.54 W, 47 %
2024/12/17 21:02:01.904, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 13575 MiB, 253.11 W, 47 %
2024/12/17 21:02:02.407, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 13572 MiB, 251.49 W, 47 %
2024/12/17 21:02:02.910, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13574 MiB, 251.35 W, 47 %
2024/12/17 21:02:03.416, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13569 MiB, 253.21 W, 47 %
2024/12/17 21:02:03.921, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13570 MiB, 255.36 W, 47 %
2024/12/17 21:02:04.424, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13572 MiB, 254.93 W, 47 %
2024/12/17 21:02:04.927, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13574 MiB, 255.27 W, 47 %
2024/12/17 21:02:05.432, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13575 MiB, 256.00 W, 47 %
2024/12/17 21:02:05.936, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13576 MiB, 255.06 W, 47 %
2024/12/17 21:02:06.439, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13576 MiB, 254.67 W, 47 %
2024/12/17 21:02:06.942, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13579 MiB, 255.08 W, 47 %
2024/12/17 21:02:07.444, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 13576 MiB, 254.68 W, 47 %
2024/12/17 21:02:07.948, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13575 MiB, 254.30 W, 47 %
2024/12/17 21:02:08.451, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 13587 MiB, 253.26 W, 47 %
2024/12/17 21:02:08.955, 2760 MHz, 10251 MHz, P2, 99 %, 39 %, 13591 MiB, 253.04 W, 47 %
2024/12/17 21:02:09.459, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 13600 MiB, 253.66 W, 47 %
2024/12/17 21:02:09.962, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 13599 MiB, 253.41 W, 47 %
2024/12/17 21:02:10.468, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13600 MiB, 252.94 W, 47 %
2024/12/17 21:02:10.970, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 13602 MiB, 252.23 W, 47 %
2024/12/17 21:02:11.473, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13600 MiB, 251.40 W, 47 %
2024/12/17 21:02:11.976, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13602 MiB, 252.35 W, 47 %
2024/12/17 21:02:12.481, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13603 MiB, 251.06 W, 47 %
2024/12/17 21:02:12.986, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13600 MiB, 250.28 W, 47 %
2024/12/17 21:02:13.488, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 13604 MiB, 251.15 W, 47 %
2024/12/17 21:02:13.990, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13606 MiB, 251.77 W, 47 %
2024/12/17 21:02:14.493, 2760 MHz, 10251 MHz, P2, 98 %, 40 %, 13607 MiB, 253.62 W, 47 %
2024/12/17 21:02:15.000, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13599 MiB, 255.20 W, 47 %
2024/12/17 21:02:15.502, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 13608 MiB, 254.75 W, 47 %
2024/12/17 21:02:16.006, 2760 MHz, 10251 MHz, P2, 98 %, 37 %, 13616 MiB, 253.85 W, 47 %
2024/12/17 21:02:16.509, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13618 MiB, 251.10 W, 47 %
2024/12/17 21:02:17.014, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 13618 MiB, 249.96 W, 47 %
2024/12/17 21:02:17.517, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13617 MiB, 250.10 W, 47 %
2024/12/17 21:02:18.019, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13630 MiB, 249.58 W, 47 %
2024/12/17 21:02:18.523, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 13637 MiB, 248.97 W, 47 %
2024/12/17 21:02:19.025, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13631 MiB, 248.66 W, 47 %
2024/12/17 21:02:19.527, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 13640 MiB, 250.89 W, 47 %
2024/12/17 21:02:20.034, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 13633 MiB, 251.25 W, 47 %
2024/12/17 21:02:20.536, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13637 MiB, 251.12 W, 47 %
2024/12/17 21:02:21.039, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13637 MiB, 252.44 W, 47 %
2024/12/17 21:02:21.542, 2760 MHz, 10251 MHz, P2, 91 %, 36 %, 13636 MiB, 250.09 W, 47 %
2024/12/17 21:02:22.048, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13656 MiB, 252.36 W, 47 %
2024/12/17 21:02:22.554, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13652 MiB, 255.18 W, 47 %
2024/12/17 21:02:23.056, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13645 MiB, 253.50 W, 47 %
2024/12/17 21:02:23.559, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13657 MiB, 253.19 W, 47 %
2024/12/17 21:02:24.064, 2760 MHz, 10251 MHz, P2, 92 %, 37 %, 13647 MiB, 251.47 W, 47 %
2024/12/17 21:02:24.569, 2760 MHz, 10251 MHz, P2, 99 %, 39 %, 13645 MiB, 251.18 W, 47 %
2024/12/17 21:02:25.072, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13644 MiB, 254.67 W, 47 %
2024/12/17 21:02:25.574, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13643 MiB, 254.50 W, 47 %
2024/12/17 21:02:26.077, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13645 MiB, 253.35 W, 47 %
2024/12/17 21:02:26.584, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13643 MiB, 252.96 W, 47 %
2024/12/17 21:02:27.087, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13640 MiB, 253.92 W, 47 %
2024/12/17 21:02:27.593, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13635 MiB, 254.98 W, 47 %
2024/12/17 21:02:28.099, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 13631 MiB, 253.00 W, 47 %
2024/12/17 21:02:28.602, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 13632 MiB, 252.52 W, 47 %
2024/12/17 21:02:29.105, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 13629 MiB, 254.34 W, 47 %
2024/12/17 21:02:29.609, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13628 MiB, 254.80 W, 47 %
2024/12/17 21:02:30.113, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 13638 MiB, 254.21 W, 47 %
2024/12/17 21:02:30.616, 2760 MHz, 10251 MHz, P2, 92 %, 37 %, 13637 MiB, 253.00 W, 47 %
2024/12/17 21:02:31.118, 2760 MHz, 10251 MHz, P2, 74 %, 30 %, 13626 MiB, 243.95 W, 47 %
2024/12/17 21:02:31.621, 2760 MHz, 10251 MHz, P2, 91 %, 38 %, 13629 MiB, 243.00 W, 47 %
2024/12/17 21:02:32.124, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 13627 MiB, 252.64 W, 47 %
2024/12/17 21:02:32.631, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13626 MiB, 253.93 W, 47 %
2024/12/17 21:02:33.134, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 13625 MiB, 254.87 W, 47 %
2024/12/17 21:02:33.636, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 13625 MiB, 253.98 W, 47 %
2024/12/17 21:02:34.139, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13638 MiB, 252.61 W, 47 %
2024/12/17 21:02:34.641, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 13625 MiB, 250.35 W, 47 %
2024/12/17 21:02:35.145, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 13623 MiB, 249.01 W, 47 %
2024/12/17 21:02:35.649, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13637 MiB, 248.89 W, 47 %
2024/12/17 21:02:36.152, 2760 MHz, 10251 MHz, P2, 92 %, 35 %, 13635 MiB, 247.86 W, 47 %
2024/12/17 21:02:36.656, 2760 MHz, 10251 MHz, P2, 92 %, 35 %, 13667 MiB, 246.52 W, 47 %
2024/12/17 21:02:37.159, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 13665 MiB, 246.78 W, 47 %
2024/12/17 21:02:37.665, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13663 MiB, 248.04 W, 47 %
2024/12/17 21:02:38.170, 2760 MHz, 10251 MHz, P2, 94 %, 34 %, 13666 MiB, 248.29 W, 47 %
2024/12/17 21:02:38.672, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 13651 MiB, 249.61 W, 47 %
2024/12/17 21:02:39.179, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13659 MiB, 251.84 W, 47 %
2024/12/17 21:02:39.685, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 13659 MiB, 249.65 W, 47 %
2024/12/17 21:02:40.188, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13664 MiB, 247.55 W, 47 %
2024/12/17 21:02:40.690, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 13675 MiB, 250.53 W, 47 %
2024/12/17 21:02:41.192, 2730 MHz, 10251 MHz, P2, 99 %, 36 %, 13687 MiB, 252.94 W, 47 %
2024/12/17 21:02:41.694, 2760 MHz, 10251 MHz, P2, 95 %, 33 %, 13687 MiB, 255.80 W, 47 %
2024/12/17 21:02:42.201, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13687 MiB, 255.16 W, 47 %
2024/12/17 21:02:42.706, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 13690 MiB, 255.94 W, 47 %
2024/12/17 21:02:43.209, 2760 MHz, 10251 MHz, P2, 96 %, 34 %, 13692 MiB, 258.18 W, 47 %
2024/12/17 21:02:43.747, 2745 MHz, 10251 MHz, P2, 97 %, 33 %, 13695 MiB, 258.27 W, 47 %
2024/12/17 21:02:44.250, 2760 MHz, 10251 MHz, P2, 94 %, 31 %, 13700 MiB, 258.37 W, 47 %
2024/12/17 21:02:44.752, 2760 MHz, 10251 MHz, P2, 96 %, 35 %, 13693 MiB, 255.77 W, 47 %
2024/12/17 21:02:45.255, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13694 MiB, 253.67 W, 47 %
2024/12/17 21:02:45.757, 2760 MHz, 10251 MHz, P2, 98 %, 37 %, 13704 MiB, 255.01 W, 47 %
2024/12/17 21:02:46.262, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13703 MiB, 252.95 W, 47 %
2024/12/17 21:02:46.766, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13700 MiB, 251.26 W, 47 %
2024/12/17 21:02:47.269, 2790 MHz, 10251 MHz, P2, 0 %, 0 %, 13703 MiB, 178.18 W, 47 %
2024/12/17 21:02:47.800, 2790 MHz, 10251 MHz, P2, 3 %, 0 %, 12099 MiB, 92.91 W, 47 %
2024/12/17 21:02:48.303, 2790 MHz, 10251 MHz, P2, 66 %, 4 %, 12080 MiB, 73.43 W, 47 %
2024/12/17 21:02:48.806, 2790 MHz, 10251 MHz, P2, 55 %, 4 %, 12070 MiB, 86.12 W, 47 %
2024/12/17 21:02:49.309, 2790 MHz, 10251 MHz, P2, 63 %, 4 %, 13176 MiB, 92.04 W, 47 %
2024/12/17 21:02:49.814, 2790 MHz, 10251 MHz, P2, 4 %, 1 %, 12643 MiB, 85.24 W, 47 %
2024/12/17 21:02:50.316, 2790 MHz, 10251 MHz, P2, 10 %, 1 %, 12663 MiB, 72.96 W, 47 %
2024/12/17 21:02:50.820, 2790 MHz, 10251 MHz, P2, 21 %, 2 %, 12502 MiB, 71.77 W, 47 %
2024/12/17 21:02:51.324, 2400 MHz, 5001 MHz, P3, 30 %, 3 %, 12585 MiB, 71.70 W, 47 %
2024/12/17 21:02:51.829, 2595 MHz, 10251 MHz, P2, 33 %, 3 %, 12796 MiB, 65.12 W, 46 %
2024/12/17 21:02:52.331, 2595 MHz, 10251 MHz, P2, 38 %, 4 %, 12984 MiB, 60.72 W, 46 %
2024/12/17 21:02:52.835, 2595 MHz, 10251 MHz, P2, 19 %, 2 %, 13391 MiB, 61.56 W, 45 %
2024/12/17 21:02:53.340, 1620 MHz, 5001 MHz, P2, 8 %, 1 %, 13431 MiB, 56.37 W, 45 %
2024/12/17 21:02:53.842, 2790 MHz, 10251 MHz, P2, 71 %, 35 %, 13483 MiB, 77.19 W, 44 %
2024/12/17 21:02:54.344, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 13691 MiB, 152.32 W, 43 %
2024/12/17 21:02:54.846, 2775 MHz, 10251 MHz, P2, 99 %, 39 %, 13691 MiB, 232.28 W, 43 %
2024/12/17 21:02:55.348, 2775 MHz, 10251 MHz, P2, 99 %, 40 %, 13691 MiB, 251.45 W, 42 %
2024/12/17 21:02:55.851, 2775 MHz, 10251 MHz, P2, 99 %, 39 %, 13699 MiB, 248.86 W, 42 %
2024/12/17 21:02:56.353, 2775 MHz, 10251 MHz, P2, 87 %, 34 %, 13661 MiB, 228.50 W, 41 %
2024/12/17 21:02:56.857, 2775 MHz, 10251 MHz, P2, 94 %, 37 %, 13661 MiB, 227.56 W, 41 %
2024/12/17 21:02:57.365, 2775 MHz, 10251 MHz, P2, 95 %, 38 %, 13661 MiB, 253.00 W, 41 %
2024/12/17 21:02:57.870, 2775 MHz, 10251 MHz, P2, 96 %, 38 %, 13672 MiB, 253.93 W, 41 %
2024/12/17 21:02:58.372, 2775 MHz, 10251 MHz, P2, 66 %, 27 %, 13794 MiB, 226.13 W, 41 %
2024/12/17 21:02:58.874, 2775 MHz, 10251 MHz, P2, 93 %, 39 %, 13783 MiB, 223.16 W, 41 %
2024/12/17 21:02:59.382, 2775 MHz, 10251 MHz, P2, 95 %, 39 %, 13765 MiB, 250.47 W, 40 %
2024/12/17 21:02:59.884, 2775 MHz, 10251 MHz, P2, 96 %, 39 %, 13729 MiB, 252.09 W, 40 %
2024/12/17 21:03:00.386, 2775 MHz, 10251 MHz, P2, 95 %, 40 %, 13675 MiB, 253.59 W, 40 %
2024/12/17 21:03:00.888, 2775 MHz, 10251 MHz, P2, 95 %, 39 %, 13675 MiB, 252.73 W, 40 %
2024/12/17 21:03:01.390, 2775 MHz, 10251 MHz, P2, 95 %, 39 %, 13675 MiB, 252.16 W, 41 %
2024/12/17 21:03:01.899, 2775 MHz, 10251 MHz, P2, 97 %, 41 %, 13675 MiB, 252.85 W, 41 %
2024/12/17 21:03:02.402, 2775 MHz, 10251 MHz, P2, 96 %, 40 %, 13677 MiB, 253.47 W, 41 %
2024/12/17 21:03:02.906, 2775 MHz, 10251 MHz, P2, 95 %, 39 %, 13676 MiB, 253.82 W, 41 %
2024/12/17 21:03:03.409, 2775 MHz, 10251 MHz, P2, 95 %, 39 %, 13677 MiB, 253.24 W, 41 %
2024/12/17 21:03:03.922, 2775 MHz, 10251 MHz, P2, 96 %, 40 %, 13677 MiB, 252.71 W, 41 %
2024/12/17 21:03:04.425, 2775 MHz, 10251 MHz, P2, 94 %, 39 %, 13710 MiB, 251.60 W, 42 %
2024/12/17 21:03:04.934, 2775 MHz, 10251 MHz, P2, 98 %, 39 %, 13711 MiB, 249.96 W, 42 %
2024/12/17 21:03:05.438, 2775 MHz, 10251 MHz, P2, 96 %, 40 %, 13729 MiB, 250.31 W, 42 %
2024/12/17 21:03:05.962, 2775 MHz, 10251 MHz, P2, 97 %, 38 %, 13743 MiB, 251.86 W, 42 %
2024/12/17 21:03:06.468, 2775 MHz, 10251 MHz, P2, 97 %, 39 %, 13727 MiB, 252.10 W, 42 %
2024/12/17 21:03:06.975, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13759 MiB, 251.79 W, 42 %
2024/12/17 21:03:07.484, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13761 MiB, 245.43 W, 43 %
2024/12/17 21:03:07.990, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13763 MiB, 246.27 W, 43 %
2024/12/17 21:03:08.499, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13760 MiB, 252.65 W, 43 %
2024/12/17 21:03:09.006, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13775 MiB, 254.04 W, 43 %
2024/12/17 21:03:09.509, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13765 MiB, 253.65 W, 43 %
2024/12/17 21:03:10.023, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 13794 MiB, 251.44 W, 43 %
2024/12/17 21:03:10.526, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13767 MiB, 250.16 W, 43 %
2024/12/17 21:03:11.037, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 13767 MiB, 249.45 W, 43 %
2024/12/17 21:03:11.540, 2775 MHz, 10251 MHz, P2, 83 %, 33 %, 13771 MiB, 212.79 W, 43 %
2024/12/17 21:03:12.048, 2790 MHz, 10251 MHz, P2, 0 %, 0 %, 12215 MiB, 127.08 W, 43 %
2024/12/17 21:03:12.551, 2790 MHz, 10251 MHz, P2, 10 %, 0 %, 12145 MiB, 68.62 W, 44 %
2024/12/17 21:03:13.057, 2790 MHz, 10251 MHz, P2, 65 %, 4 %, 12116 MiB, 82.36 W, 44 %
2024/12/17 21:03:13.564, 2790 MHz, 10251 MHz, P2, 66 %, 5 %, 12113 MiB, 91.85 W, 44 %
2024/12/17 21:03:14.127, 2790 MHz, 10251 MHz, P2, 17 %, 4 %, 12748 MiB, 87.18 W, 44 %
2024/12/17 21:03:14.634, 2790 MHz, 10251 MHz, P2, 9 %, 1 %, 12784 MiB, 75.68 W, 44 %
2024/12/17 21:03:15.136, 2790 MHz, 10251 MHz, P2, 16 %, 2 %, 12812 MiB, 69.54 W, 44 %
2024/12/17 21:03:15.640, 1935 MHz, 5001 MHz, P3, 23 %, 3 %, 12682 MiB, 72.31 W, 44 %
