timestamp, clocks.current.graphics [MHz], clocks.current.memory [MHz], pstate, utilization.gpu [%], utilization.memory [%], memory.used [MiB], power.draw [W], fan.speed [%]
2024/12/17 20:59:36.937, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13478 MiB, 253.84 W, 46 %
2024/12/17 20:59:37.441, 2760 MHz, 10251 MHz, P2, 94 %, 35 %, 13477 MiB, 252.17 W, 46 %
2024/12/17 20:59:37.943, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13477 MiB, 251.57 W, 46 %
2024/12/17 20:59:38.446, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 13477 MiB, 253.25 W, 46 %
2024/12/17 20:59:38.949, 2760 MHz, 10251 MHz, P2, 93 %, 35 %, 13476 MiB, 254.55 W, 46 %
2024/12/17 20:59:39.456, 2760 MHz, 10251 MHz, P2, 95 %, 34 %, 13478 MiB, 254.92 W, 46 %
2024/12/17 20:59:39.959, 2760 MHz, 10251 MHz, P2, 91 %, 34 %, 13475 MiB, 254.44 W, 46 %
2024/12/17 20:59:40.461, 2760 MHz, 10251 MHz, P2, 98 %, 37 %, 13472 MiB, 253.82 W, 47 %
2024/12/17 20:59:40.965, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13468 MiB, 255.35 W, 47 %
2024/12/17 20:59:41.473, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13468 MiB, 255.32 W, 47 %
2024/12/17 20:59:41.976, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13467 MiB, 254.90 W, 47 %
2024/12/17 20:59:42.478, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13467 MiB, 254.92 W, 47 %
2024/12/17 20:59:42.980, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13495 MiB, 254.47 W, 47 %
2024/12/17 20:59:43.483, 2760 MHz, 10251 MHz, P2, 93 %, 35 %, 13469 MiB, 253.58 W, 47 %
2024/12/17 20:59:43.989, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13469 MiB, 253.46 W, 47 %
2024/12/17 20:59:44.493, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13480 MiB, 254.13 W, 47 %
2024/12/17 20:59:44.996, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13468 MiB, 254.17 W, 47 %
2024/12/17 20:59:45.499, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13467 MiB, 253.77 W, 47 %
2024/12/17 20:59:46.004, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13469 MiB, 254.14 W, 47 %
2024/12/17 20:59:46.509, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 13468 MiB, 255.20 W, 47 %
2024/12/17 20:59:47.011, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13467 MiB, 255.64 W, 47 %
2024/12/17 20:59:47.514, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13466 MiB, 255.67 W, 47 %
2024/12/17 20:59:48.017, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13466 MiB, 254.17 W, 47 %
2024/12/17 20:59:48.522, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13465 MiB, 255.11 W, 47 %
2024/12/17 20:59:49.028, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13468 MiB, 255.43 W, 47 %
2024/12/17 20:59:49.531, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13467 MiB, 254.69 W, 47 %
2024/12/17 20:59:50.036, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 13466 MiB, 255.51 W, 47 %
2024/12/17 20:59:50.539, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13464 MiB, 256.80 W, 47 %
2024/12/17 20:59:51.042, 2760 MHz, 10251 MHz, P2, 94 %, 34 %, 13468 MiB, 257.10 W, 47 %
2024/12/17 20:59:51.545, 2760 MHz, 10251 MHz, P2, 91 %, 33 %, 13474 MiB, 255.86 W, 47 %
2024/12/17 20:59:52.048, 2760 MHz, 10251 MHz, P2, 92 %, 34 %, 13468 MiB, 255.45 W, 47 %
2024/12/17 20:59:52.550, 2745 MHz, 10251 MHz, P2, 99 %, 37 %, 13470 MiB, 255.81 W, 47 %
2024/12/17 20:59:53.056, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13473 MiB, 256.48 W, 47 %
2024/12/17 20:59:53.558, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 13463 MiB, 257.22 W, 47 %
2024/12/17 20:59:54.061, 2760 MHz, 10251 MHz, P2, 99 %, 34 %, 13452 MiB, 261.23 W, 47 %
2024/12/17 20:59:54.567, 2760 MHz, 10251 MHz, P2, 94 %, 34 %, 13462 MiB, 258.50 W, 47 %
2024/12/17 20:59:55.073, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13457 MiB, 254.27 W, 47 %
2024/12/17 20:59:55.576, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 13449 MiB, 254.75 W, 47 %
2024/12/17 20:59:56.079, 2760 MHz, 10251 MHz, P2, 96 %, 35 %, 13447 MiB, 256.83 W, 47 %
2024/12/17 20:59:56.583, 2745 MHz, 10251 MHz, P2, 98 %, 35 %, 13432 MiB, 258.78 W, 47 %
2024/12/17 20:59:57.091, 2760 MHz, 10251 MHz, P2, 97 %, 35 %, 13440 MiB, 256.51 W, 47 %
2024/12/17 20:59:57.594, 2760 MHz, 10251 MHz, P2, 96 %, 34 %, 13444 MiB, 256.64 W, 47 %
2024/12/17 20:59:58.097, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13433 MiB, 257.14 W, 47 %
2024/12/17 20:59:58.601, 2760 MHz, 10251 MHz, P2, 99 %, 34 %, 13439 MiB, 258.03 W, 47 %
2024/12/17 20:59:59.107, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13441 MiB, 256.02 W, 47 %
2024/12/17 20:59:59.610, 2745 MHz, 10251 MHz, P2, 95 %, 35 %, 13441 MiB, 254.19 W, 47 %
2024/12/17 21:00:00.112, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13428 MiB, 253.08 W, 47 %
2024/12/17 21:00:00.615, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13417 MiB, 252.76 W, 47 %
2024/12/17 21:00:01.119, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 13418 MiB, 252.23 W, 47 %
2024/12/17 21:00:01.625, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 13418 MiB, 252.45 W, 47 %
2024/12/17 21:00:02.127, 2760 MHz, 10251 MHz, P2, 97 %, 35 %, 13419 MiB, 253.31 W, 47 %
2024/12/17 21:00:02.631, 2745 MHz, 10251 MHz, P2, 97 %, 34 %, 13419 MiB, 256.70 W, 47 %
2024/12/17 21:00:03.137, 2760 MHz, 10251 MHz, P2, 98 %, 33 %, 13418 MiB, 260.37 W, 47 %
2024/12/17 21:00:03.645, 2760 MHz, 10251 MHz, P2, 88 %, 32 %, 13406 MiB, 258.05 W, 47 %
2024/12/17 21:00:04.148, 2760 MHz, 10251 MHz, P2, 98 %, 34 %, 13392 MiB, 257.46 W, 47 %
2024/12/17 21:00:04.650, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 13392 MiB, 256.78 W, 47 %
2024/12/17 21:00:05.155, 2760 MHz, 10251 MHz, P2, 99 %, 35 %, 13384 MiB, 258.08 W, 47 %
2024/12/17 21:00:05.658, 2760 MHz, 10251 MHz, P2, 94 %, 33 %, 13382 MiB, 259.96 W, 47 %
2024/12/17 21:00:06.165, 2760 MHz, 10251 MHz, P2, 98 %, 36 %, 13379 MiB, 258.19 W, 47 %
2024/12/17 21:00:06.670, 2760 MHz, 10251 MHz, P2, 99 %, 36 %, 13382 MiB, 256.73 W, 47 %
2024/12/17 21:00:07.173, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13379 MiB, 256.68 W, 47 %
2024/12/17 21:00:07.677, 2760 MHz, 10251 MHz, P2, 98 %, 35 %, 13377 MiB, 256.22 W, 47 %
2024/12/17 21:00:08.182, 2760 MHz, 10251 MHz, P2, 98 %, 37 %, 13372 MiB, 256.29 W, 47 %
2024/12/17 21:00:08.684, 2760 MHz, 10251 MHz, P2, 99 %, 35 %, 13372 MiB, 256.58 W, 47 %
2024/12/17 21:00:09.189, 2760 MHz, 10251 MHz, P2, 93 %, 34 %, 13368 MiB, 256.00 W, 47 %
2024/12/17 21:00:09.692, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13367 MiB, 252.87 W, 47 %
2024/12/17 21:00:10.195, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13364 MiB, 253.20 W, 47 %
2024/12/17 21:00:10.699, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13363 MiB, 255.13 W, 47 %
2024/12/17 21:00:11.205, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13362 MiB, 256.20 W, 47 %
2024/12/17 21:00:11.707, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 13357 MiB, 255.26 W, 47 %
2024/12/17 21:00:12.210, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 13352 MiB, 256.08 W, 47 %
2024/12/17 21:00:12.713, 2760 MHz, 10251 MHz, P2, 98 %, 35 %, 13362 MiB, 259.11 W, 47 %
2024/12/17 21:00:13.218, 2760 MHz, 10251 MHz, P2, 92 %, 33 %, 13376 MiB, 257.99 W, 47 %
2024/12/17 21:00:13.722, 2760 MHz, 10251 MHz, P2, 96 %, 35 %, 13374 MiB, 255.81 W, 47 %
2024/12/17 21:00:14.227, 2760 MHz, 10251 MHz, P2, 90 %, 33 %, 13375 MiB, 253.06 W, 47 %
2024/12/17 21:00:14.730, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13375 MiB, 250.74 W, 47 %
2024/12/17 21:00:15.236, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13374 MiB, 253.17 W, 47 %
2024/12/17 21:00:15.741, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13373 MiB, 253.05 W, 47 %
2024/12/17 21:00:16.243, 2760 MHz, 10251 MHz, P2, 97 %, 36 %, 13373 MiB, 252.95 W, 47 %
2024/12/17 21:00:16.746, 2760 MHz, 10251 MHz, P2, 97 %, 35 %, 13372 MiB, 254.51 W, 47 %
2024/12/17 21:00:17.249, 2775 MHz, 10251 MHz, P2, 96 %, 35 %, 13373 MiB, 248.79 W, 47 %
2024/12/17 21:00:17.754, 2775 MHz, 10251 MHz, P2, 0 %, 0 %, 12619 MiB, 151.42 W, 47 %
2024/12/17 21:00:18.256, 2775 MHz, 10251 MHz, P2, 3 %, 0 %, 11751 MiB, 75.65 W, 47 %
2024/12/17 21:00:18.758, 2775 MHz, 10251 MHz, P2, 68 %, 4 %, 11745 MiB, 77.65 W, 47 %
2024/12/17 21:00:19.260, 2775 MHz, 10251 MHz, P2, 52 %, 3 %, 11742 MiB, 90.34 W, 47 %
2024/12/17 21:00:19.763, 2775 MHz, 10251 MHz, P2, 58 %, 4 %, 12840 MiB, 91.77 W, 47 %
2024/12/17 21:00:20.266, 2775 MHz, 10251 MHz, P2, 13 %, 4 %, 12466 MiB, 82.13 W, 47 %
2024/12/17 21:00:20.778, 2775 MHz, 10251 MHz, P2, 23 %, 1 %, 12543 MiB, 72.53 W, 47 %
2024/12/17 21:00:21.280, 2775 MHz, 10251 MHz, P2, 16 %, 2 %, 12227 MiB, 74.01 W, 47 %
2024/12/17 21:00:21.784, 2505 MHz, 10251 MHz, P2, 48 %, 9 %, 12502 MiB, 69.46 W, 47 %
2024/12/17 21:00:22.287, 2505 MHz, 10251 MHz, P2, 37 %, 4 %, 12703 MiB, 63.83 W, 46 %
2024/12/17 21:00:22.790, 2505 MHz, 10251 MHz, P2, 17 %, 2 %, 13060 MiB, 60.13 W, 46 %
2024/12/17 21:00:23.294, 2505 MHz, 10251 MHz, P2, 19 %, 2 %, 13222 MiB, 55.89 W, 45 %
2024/12/17 21:00:23.798, 2790 MHz, 10251 MHz, P2, 40 %, 9 %, 13256 MiB, 78.40 W, 45 %
2024/12/17 21:00:24.303, 2775 MHz, 10251 MHz, P2, 99 %, 29 %, 13453 MiB, 144.13 W, 44 %
2024/12/17 21:00:24.806, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 13453 MiB, 221.16 W, 44 %
2024/12/17 21:00:25.309, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 13453 MiB, 252.62 W, 43 %
2024/12/17 21:00:25.813, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 13453 MiB, 254.09 W, 43 %
2024/12/17 21:00:26.320, 2775 MHz, 10251 MHz, P2, 20 %, 8 %, 13516 MiB, 225.55 W, 42 %
2024/12/17 21:00:26.823, 2775 MHz, 10251 MHz, P2, 99 %, 36 %, 13518 MiB, 220.48 W, 42 %
2024/12/17 21:00:27.325, 2775 MHz, 10251 MHz, P2, 98 %, 37 %, 13532 MiB, 248.99 W, 42 %
2024/12/17 21:00:27.828, 2775 MHz, 10251 MHz, P2, 98 %, 37 %, 13533 MiB, 256.01 W, 41 %
2024/12/17 21:00:28.332, 2775 MHz, 10251 MHz, P2, 38 %, 15 %, 13608 MiB, 231.17 W, 41 %
2024/12/17 21:00:28.839, 2775 MHz, 10251 MHz, P2, 99 %, 38 %, 13588 MiB, 226.99 W, 41 %
2024/12/17 21:00:29.342, 2775 MHz, 10251 MHz, P2, 95 %, 37 %, 13651 MiB, 245.87 W, 41 %
2024/12/17 21:00:29.845, 2775 MHz, 10251 MHz, P2, 99 %, 39 %, 13614 MiB, 250.90 W, 41 %
2024/12/17 21:00:30.349, 2775 MHz, 10251 MHz, P2, 97 %, 39 %, 13611 MiB, 253.87 W, 41 %
2024/12/17 21:00:30.857, 2775 MHz, 10251 MHz, P2, 97 %, 39 %, 13557 MiB, 254.94 W, 41 %
2024/12/17 21:00:31.360, 2775 MHz, 10251 MHz, P2, 97 %, 39 %, 13558 MiB, 253.98 W, 41 %
2024/12/17 21:00:31.863, 2775 MHz, 10251 MHz, P2, 97 %, 38 %, 13558 MiB, 253.46 W, 41 %
2024/12/17 21:00:32.369, 2775 MHz, 10251 MHz, P2, 97 %, 38 %, 13558 MiB, 254.57 W, 41 %
2024/12/17 21:00:32.873, 2775 MHz, 10251 MHz, P2, 97 %, 38 %, 13558 MiB, 254.60 W, 41 %
2024/12/17 21:00:33.375, 2775 MHz, 10251 MHz, P2, 97 %, 39 %, 13558 MiB, 254.96 W, 42 %
2024/12/17 21:00:33.879, 2775 MHz, 10251 MHz, P2, 99 %, 39 %, 13564 MiB, 255.29 W, 42 %
2024/12/17 21:00:34.381, 2775 MHz, 10251 MHz, P2, 99 %, 36 %, 13613 MiB, 254.66 W, 42 %
2024/12/17 21:00:34.889, 2775 MHz, 10251 MHz, P2, 97 %, 36 %, 13614 MiB, 253.24 W, 42 %
2024/12/17 21:00:35.392, 2775 MHz, 10251 MHz, P2, 97 %, 37 %, 13601 MiB, 254.97 W, 42 %
2024/12/17 21:00:35.895, 2775 MHz, 10251 MHz, P2, 98 %, 36 %, 13625 MiB, 257.73 W, 43 %
2024/12/17 21:00:36.398, 2775 MHz, 10251 MHz, P2, 91 %, 33 %, 13634 MiB, 252.64 W, 43 %
2024/12/17 21:00:36.905, 2775 MHz, 10251 MHz, P2, 97 %, 39 %, 13624 MiB, 250.38 W, 43 %
2024/12/17 21:00:37.409, 2775 MHz, 10251 MHz, P2, 99 %, 39 %, 13627 MiB, 249.61 W, 43 %
2024/12/17 21:00:37.911, 2775 MHz, 10251 MHz, P2, 96 %, 38 %, 13626 MiB, 251.34 W, 43 %
2024/12/17 21:00:38.414, 2775 MHz, 10251 MHz, P2, 95 %, 37 %, 13622 MiB, 251.14 W, 43 %
2024/12/17 21:00:38.922, 2775 MHz, 10251 MHz, P2, 97 %, 37 %, 13618 MiB, 251.99 W, 43 %
2024/12/17 21:00:39.426, 2775 MHz, 10251 MHz, P2, 99 %, 36 %, 13614 MiB, 253.41 W, 44 %
2024/12/17 21:00:39.931, 2775 MHz, 10251 MHz, P2, 96 %, 35 %, 13623 MiB, 253.49 W, 44 %
2024/12/17 21:00:40.435, 2775 MHz, 10251 MHz, P2, 95 %, 36 %, 13617 MiB, 252.08 W, 44 %
2024/12/17 21:00:40.941, 2775 MHz, 10251 MHz, P2, 96 %, 36 %, 13618 MiB, 252.41 W, 44 %
2024/12/17 21:00:41.450, 2775 MHz, 10251 MHz, P2, 95 %, 36 %, 13618 MiB, 253.02 W, 44 %
2024/12/17 21:00:41.954, 2775 MHz, 10251 MHz, P2, 90 %, 35 %, 13628 MiB, 252.14 W, 44 %
2024/12/17 21:00:42.459, 2775 MHz, 10251 MHz, P2, 97 %, 37 %, 13617 MiB, 244.11 W, 44 %
2024/12/17 21:00:42.964, 2775 MHz, 10251 MHz, P2, 96 %, 37 %, 13607 MiB, 244.91 W, 44 %
2024/12/17 21:00:43.472, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13607 MiB, 254.35 W, 44 %
2024/12/17 21:00:43.979, 2760 MHz, 10251 MHz, P2, 95 %, 35 %, 13618 MiB, 255.34 W, 44 %
2024/12/17 21:00:44.488, 2760 MHz, 10251 MHz, P2, 94 %, 34 %, 13622 MiB, 255.82 W, 44 %
2024/12/17 21:00:44.993, 2760 MHz, 10251 MHz, P2, 96 %, 35 %, 13623 MiB, 256.15 W, 44 %
2024/12/17 21:00:45.497, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 13623 MiB, 253.92 W, 44 %
2024/12/17 21:00:46.008, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13607 MiB, 252.95 W, 44 %
2024/12/17 21:00:46.540, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 13602 MiB, 248.51 W, 44 %
2024/12/17 21:00:47.044, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 13605 MiB, 248.90 W, 44 %
2024/12/17 21:00:47.548, 2760 MHz, 10251 MHz, P2, 94 %, 38 %, 13616 MiB, 249.64 W, 44 %
2024/12/17 21:00:48.053, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 13622 MiB, 250.48 W, 44 %
2024/12/17 21:00:48.556, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13610 MiB, 250.19 W, 45 %
2024/12/17 21:00:49.059, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13606 MiB, 251.10 W, 45 %
2024/12/17 21:00:49.564, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13602 MiB, 251.68 W, 45 %
2024/12/17 21:00:50.070, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13603 MiB, 251.55 W, 45 %
2024/12/17 21:00:50.575, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13611 MiB, 251.16 W, 45 %
2024/12/17 21:00:51.078, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13610 MiB, 249.84 W, 45 %
2024/12/17 21:00:51.585, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13606 MiB, 248.87 W, 45 %
2024/12/17 21:00:52.089, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13605 MiB, 250.43 W, 45 %
2024/12/17 21:00:52.623, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 13605 MiB, 250.80 W, 45 %
2024/12/17 21:00:53.127, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13609 MiB, 250.42 W, 45 %
2024/12/17 21:00:53.629, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 13602 MiB, 251.57 W, 45 %
2024/12/17 21:00:54.131, 2760 MHz, 10251 MHz, P2, 94 %, 39 %, 13603 MiB, 250.92 W, 45 %
2024/12/17 21:00:54.638, 2760 MHz, 10251 MHz, P2, 96 %, 36 %, 13604 MiB, 251.79 W, 45 %
2024/12/17 21:00:55.142, 2760 MHz, 10251 MHz, P2, 94 %, 35 %, 13597 MiB, 250.94 W, 45 %
2024/12/17 21:00:55.648, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13618 MiB, 249.26 W, 45 %
2024/12/17 21:00:56.152, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13619 MiB, 249.01 W, 45 %
2024/12/17 21:00:56.655, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 13621 MiB, 252.59 W, 45 %
2024/12/17 21:00:57.159, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 13619 MiB, 254.52 W, 45 %
2024/12/17 21:00:57.663, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13618 MiB, 252.98 W, 45 %
2024/12/17 21:00:58.167, 2760 MHz, 10251 MHz, P2, 99 %, 38 %, 13606 MiB, 249.84 W, 45 %
2024/12/17 21:00:58.673, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13591 MiB, 248.74 W, 45 %
2024/12/17 21:00:59.177, 2775 MHz, 10251 MHz, P2, 96 %, 39 %, 13586 MiB, 240.52 W, 45 %
2024/12/17 21:00:59.685, 2760 MHz, 10251 MHz, P2, 99 %, 37 %, 13597 MiB, 240.95 W, 45 %
2024/12/17 21:01:00.189, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 13598 MiB, 251.59 W, 45 %
2024/12/17 21:01:00.696, 2760 MHz, 10251 MHz, P2, 95 %, 36 %, 13596 MiB, 255.42 W, 45 %
2024/12/17 21:01:01.203, 2760 MHz, 10251 MHz, P2, 98 %, 37 %, 13588 MiB, 252.95 W, 45 %
2024/12/17 21:01:01.709, 2760 MHz, 10251 MHz, P2, 98 %, 38 %, 13586 MiB, 249.32 W, 45 %
2024/12/17 21:01:02.218, 2760 MHz, 10251 MHz, P2, 93 %, 37 %, 13595 MiB, 249.83 W, 45 %
2024/12/17 21:01:02.724, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 13598 MiB, 250.94 W, 45 %
2024/12/17 21:01:03.230, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13585 MiB, 251.26 W, 45 %
2024/12/17 21:01:03.740, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13586 MiB, 251.42 W, 46 %
2024/12/17 21:01:04.247, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13584 MiB, 251.81 W, 46 %
2024/12/17 21:01:04.756, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13601 MiB, 250.64 W, 46 %
2024/12/17 21:01:05.263, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13598 MiB, 250.04 W, 46 %
2024/12/17 21:01:05.771, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13616 MiB, 250.85 W, 46 %
2024/12/17 21:01:06.274, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 13600 MiB, 252.11 W, 46 %
2024/12/17 21:01:06.780, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 13587 MiB, 251.66 W, 46 %
2024/12/17 21:01:07.292, 2760 MHz, 10251 MHz, P2, 98 %, 39 %, 13575 MiB, 251.73 W, 46 %
2024/12/17 21:01:07.803, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13565 MiB, 251.10 W, 46 %
2024/12/17 21:01:08.307, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 13566 MiB, 252.91 W, 46 %
2024/12/17 21:01:08.821, 2760 MHz, 10251 MHz, P2, 96 %, 35 %, 13585 MiB, 254.95 W, 46 %
2024/12/17 21:01:09.324, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 13572 MiB, 252.90 W, 46 %
2024/12/17 21:01:09.835, 2760 MHz, 10251 MHz, P2, 95 %, 39 %, 13572 MiB, 251.32 W, 46 %
2024/12/17 21:01:10.340, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13585 MiB, 252.88 W, 46 %
2024/12/17 21:01:10.845, 2760 MHz, 10251 MHz, P2, 94 %, 36 %, 13586 MiB, 253.49 W, 46 %
2024/12/17 21:01:11.355, 2760 MHz, 10251 MHz, P2, 93 %, 36 %, 13589 MiB, 251.98 W, 46 %
2024/12/17 21:01:11.860, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13588 MiB, 251.18 W, 46 %
2024/12/17 21:01:12.370, 2760 MHz, 10251 MHz, P2, 97 %, 37 %, 13607 MiB, 250.81 W, 46 %
2024/12/17 21:01:12.874, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13590 MiB, 250.40 W, 46 %
2024/12/17 21:01:13.378, 2760 MHz, 10251 MHz, P2, 94 %, 39 %, 13588 MiB, 250.78 W, 46 %
2024/12/17 21:01:13.886, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13587 MiB, 250.83 W, 46 %
2024/12/17 21:01:14.390, 2760 MHz, 10251 MHz, P2, 94 %, 39 %, 13585 MiB, 251.49 W, 46 %
2024/12/17 21:01:14.903, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13585 MiB, 251.90 W, 46 %
2024/12/17 21:01:15.407, 2760 MHz, 10251 MHz, P2, 94 %, 38 %, 13586 MiB, 252.30 W, 46 %
2024/12/17 21:01:15.911, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13583 MiB, 253.06 W, 46 %
2024/12/17 21:01:16.421, 2760 MHz, 10251 MHz, P2, 97 %, 39 %, 13583 MiB, 254.90 W, 46 %
2024/12/17 21:01:16.938, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13568 MiB, 254.12 W, 46 %
2024/12/17 21:01:17.443, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13573 MiB, 253.17 W, 46 %
2024/12/17 21:01:17.953, 2760 MHz, 10251 MHz, P2, 97 %, 38 %, 13575 MiB, 252.18 W, 46 %
2024/12/17 21:01:18.460, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13574 MiB, 252.28 W, 46 %
2024/12/17 21:01:18.967, 2760 MHz, 10251 MHz, P2, 96 %, 37 %, 13573 MiB, 253.34 W, 46 %
2024/12/17 21:01:19.473, 2760 MHz, 10251 MHz, P2, 95 %, 38 %, 13573 MiB, 253.85 W, 46 %
2024/12/17 21:01:19.978, 2760 MHz, 10251 MHz, P2, 94 %, 35 %, 13573 MiB, 251.37 W, 46 %
2024/12/17 21:01:20.488, 2760 MHz, 10251 MHz, P2, 98 %, 37 %, 13573 MiB, 250.32 W, 46 %
2024/12/17 21:01:20.992, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13575 MiB, 251.89 W, 46 %
2024/12/17 21:01:21.501, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13573 MiB, 253.00 W, 46 %
2024/12/17 21:01:22.009, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13573 MiB, 253.67 W, 46 %
2024/12/17 21:01:22.516, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13572 MiB, 253.19 W, 46 %
2024/12/17 21:01:23.021, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13571 MiB, 253.79 W, 46 %
2024/12/17 21:01:23.527, 2760 MHz, 10251 MHz, P2, 96 %, 39 %, 13571 MiB, 254.03 W, 46 %
2024/12/17 21:01:24.035, 2760 MHz, 10251 MHz, P2, 93 %, 35 %, 13572 MiB, 252.66 W, 46 %
2024/12/17 21:01:24.539, 2760 MHz, 10251 MHz, P2, 92 %, 36 %, 13570 MiB, 252.56 W, 46 %
2024/12/17 21:01:25.044, 2760 MHz, 10251 MHz, P2, 96 %, 38 %, 13567 MiB, 253.70 W, 46 %
2024/12/17 21:01:25.550, 2760 MHz, 10251 MHz, P2, 94 %, 37 %, 13563 MiB, 253.30 W, 46 %
2024/12/17 21:01:26.083, 2760 MHz, 10251 MHz, P2, 95 %, 37 %, 13563 MiB, 252.29 W, 46 %
